director_name,genres,movie_title,comb
Don Coscarelli,Comedy Fantasy Mystery,bubba ho-tep,Daniel Roebuck Ossie Davis Ella Joyce Don Coscarelli Comedy Fantasy Mystery
Rob Letterman,Adventure Comedy Family Fantasy Horror,goosebumps,Odeya Rush Dylan Minnette Ken Marino Rob Letterman Adventure Comedy Family Fantasy Horror
Marc Levin,Drama,slam,Sonja Sohn Saul Williams Bonz Malone Marc Levin Drama
Richard Dutcher,Crime Drama Mystery,brigham city,Wilford Brimley Frank Gerrish Rick Macy Richard Dutcher Crime Drama Mystery
Khalid Mohamed,Drama Romance,fiza,Karisma Kapoor Manoj Bajpayee Jaya Bhaduri Khalid Mohamed Drama Romance
Mel Brooks,Comedy,history of the world: part i,Madeline Kahn Sid Caesar Dom DeLuise Mel Brooks Comedy
Trey Parker,Comedy Sci-Fi,orgazmo,Trey Parker Dian Bachar Matt Stone Trey Parker Comedy Sci-Fi
David Gordon Green,Drama Romance,all the real girls,Zooey Deschanel Paul Schneider Shea Whigham David Gordon Green Drama Romance
Finn Taylor,Comedy Drama,dream with the fishes,David Arquette Cathy Moriarty Kathryn Erbe Finn Taylor Comedy Drama
Karen Moncrieff,Drama,blue car,Frances Fisher Agnes Bruckner A.J. Buckley Karen Moncrieff Drama
José Luis Valenzuela,Comedy Romance,luminarias,Cheech Marin Lupe Ontiveros Robert Beltran José Luis Valenzuela Comedy Romance
Gia Coppola,Drama,palo alto,James Franco Nat Wolff Olivia Crocicchia Gia Coppola Drama
Scandar Copti,Crime Drama,ajami,Shahir Kabaha Scandar Copti Ranin Karim Scandar Copti Crime Drama
Goran Dukic,Comedy Drama Fantasy Romance,wristcutters: a love story,Leslie Bibb Patrick Fugit Chase Ellison Goran Dukic Comedy Drama Fantasy Romance
Mike Cahill,Drama Romance Sci-Fi,i origins,Steven Yeun Cara Seymour Venida Evans Mike Cahill Drama Romance Sci-Fi
Efram Potelle,Comedy Drama Romance,the battle of shaker heights,Shiri Appleby Elden Henson Kathleen Quinlan Efram Potelle Comedy Drama Romance
Peter Jackson,Drama Fantasy Thriller,the lovely bones,Michael Imperioli AJ Michalka Tom McCarthy Peter Jackson Drama Fantasy Thriller
Joshua Oppenheimer,Biography Crime Documentary History,the act of killing,Anwar Congo Herman Koto Syamsul Arifin Joshua Oppenheimer Biography Crime Documentary History
Alex Gibney,Crime Documentary War,taxi to the dark side,Alex Gibney George W. Bush Greg D'Agostino Alex Gibney Crime Documentary War
Paul Crowder,Documentary Sport,once in a lifetime: the extraordinary story of the new york cosmos,Pelé Marv Albert Ahmet Ertegun Paul Crowder Documentary Sport
Rohit Jagessar,Drama,guiana 1838,Kumar Gaurav Rufus Graham Aasheekaa Bathija Rohit Jagessar Drama
Griffin Dunne,Comedy Drama,lisa picard is famous,Mira Sorvino Fisher Stevens Melissa Gilbert Griffin Dunne Comedy Drama
Anthony Powell,Adventure Biography Documentary Drama,antarctica: a year on ice,Josh Swanson Tom Hamann Anthony Powell Anthony Powell Adventure Biography Documentary Drama
Kief Davidson,Documentary,a lego brickumentary,G.W. Krauss Brian Whitaker Jason Bateman Kief Davidson Documentary
Johnny Remo,Action Drama,hardflip,Matthew Ziff Randy Wayne Raquel Elizabeth Ames Johnny Remo Action Drama
Vivek Agnihotri,Thriller,chocolate: deep dark secrets,Emraan Hashmi Anil Kapoor Sunil Shetty Vivek Agnihotri Thriller
Ti West,Horror,the house of the devil,Lena Dunham Greta Gerwig Dee Wallace Ti West Horror
Nick Tomnay,Comedy Crime Thriller,the perfect host,David Hyde Pierce Clayne Crawford Nathaniel Parker Nick Tomnay Comedy Crime Thriller
John Hamburg,Comedy Crime,safe men,Harvey Fierstein Michael Lerner Josh Pais John Hamburg Comedy Crime
Nickolas Perry,Crime Drama Romance,speedway junky,Patrick Renna Patsy Kensit Adrienne Frantz Nickolas Perry Crime Drama Romance
Dan Zukovic,Comedy Drama,the last big thing,Yul Vazquez Louis Mustillo James Lorinz Dan Zukovic Comedy Drama
Craig Mazin,Action Comedy Fantasy Sci-Fi,the specials,Judy Greer James Gunn Jamie Kennedy Craig Mazin Action Comedy Fantasy Sci-Fi
Becky Smith,Comedy Romance,16 to life,Will Rothhaar Emily Baldoni Hallee Hirsh Becky Smith Comedy Romance
Eric Nicholas,Crime Drama Thriller,alone with her,Jordana Spiro Ana Claudia Talancón Jonathon Trent Eric Nicholas Crime Drama Thriller
Benjamin Dickinson,Drama Sci-Fi,creative control,Nora Zehetner Alexia Rasmussen Meredith Hagner Benjamin Dickinson Drama Sci-Fi
Hal Haberman,Comedy Drama Sci-Fi,special,Michael Rapaport Paul Blackthorne Ian Bohen Hal Haberman Comedy Drama Sci-Fi
Darren Stein,Comedy Drama,sparkler,Frances Bay Jamie Kennedy Veronica Cartwright Darren Stein Comedy Drama
A. Raven Cruz,Action Adventure Comedy Fantasy Sci-Fi,the helix... loaded,Scott Levy Vanilla Ice Jennifer Sky A. Raven Cruz Action Adventure Comedy Fantasy Sci-Fi
Brian Trenchard-Smith,Action Drama,in her line of fire,David Keith Mariel Hemingway Jesse Hutch Brian Trenchard-Smith Action Drama
Frank Whaley,Comedy Drama,the jimmy show,Lynn Cohen Frank Whaley Heather Bucha Frank Whaley Comedy Drama
Amat Escalante,Crime Drama Romance,heli,Kenny Johnston Andrea Vergara Gabriel Reyes Amat Escalante Crime Drama Romance
Wajahat Rauf,Comedy Family,karachi se lahore,Rasheed Naz Ayesha Omar Javed Sheikh Wajahat Rauf Comedy Family
Katherine Brooks,Drama Romance,loving annabelle,Ilene Graff Kevin McCarthy Laura Breckenridge Katherine Brooks Drama Romance
David Cross,Comedy Drama,hits,Jason Ritter Matt Walsh Amy Sedaris David Cross Comedy Drama
Randall Rubin,Crime Drama Thriller,jimmy and judy,Nicole Randall Johnson A.J. Buckley James Eckhouse Randall Rubin Crime Drama Thriller
Robert Bennett,Comedy,frat party,Randy Wayne Lauren C. Mayhew Alicia Ziegler Robert Bennett Comedy
Guy Hamilton,Drama,the party's over,Oliver Reed Eddie Albert Louise Sorel Guy Hamilton Drama
Mary Pat Kelly,Drama,proud,Aidan Quinn Ossie Davis Janet Hubert Mary Pat Kelly Drama
Lori Petty,Drama,the poker house,Jennifer Lawrence Chloë Grace Moretz Bokeem Woodbine Lori Petty Drama
Charlie Levi,Drama,childless,Joe Mantegna Barbara Hershey Diane Venora Charlie Levi Drama
Kevin Hamedani,Comedy Horror Sci-Fi,zmd: zombies of mass destruction,Russell Hodgkinson Janette Armand Kevin Hamedani Kevin Hamedani Comedy Horror Sci-Fi
David DeCoteau,Horror,snow white: a deadly summer,Maureen McCormick Shanley Caswell Tim Abell David DeCoteau Horror
Mikel Rueda,Drama Romance,hidden away,Álex Angulo Germán Alcarazu Joseba Ugalde Mikel Rueda Drama Romance
Stefan C. Schaefer,Comedy Drama Romance,my last day without you,Nicole Beharie Marlene Forte Reg E. Cathey Stefan C. Schaefer Comedy Drama Romance
Michael Taliferro,Comedy Music,steppin: the movie,Wesley Jonathan Sticky Fingaz Chrystee Pharris Michael Taliferro Comedy Music
David DeCoteau,Western,doc holliday's revenge,William McNamara Tom Berenger Randy Jay Burrell David DeCoteau Western
Katie Aselton,Horror Thriller,black rock,Katie Aselton Anslem Richardson Jay Paulson Katie Aselton Horror Thriller
Robert Heath,Horror Mystery,truth or die,David Oakes Alexander Vlahos Jennie Jacques Robert Heath Horror Mystery
D. Stevens,Drama Thriller,the pet,Magi Avila Pierre Dulat Summer Napoles D. Stevens Drama Thriller
Jeffrey St. Jules,Drama Musical Sci-Fi,bang bang baby,Boyd Banks Chloe Rose Kristian Bruun Jeffrey St. Jules Drama Musical Sci-Fi
Robert Hall,Horror,fear clinic,Angelina Armani Kevin Gage Fiona Dourif Robert Hall Horror
K. King,Action Comedy Horror,zombie hunter,Jason K. Wixom Shona Kay Jarrod Phillips K. King Action Comedy Horror
Jonathan Meyers,Drama,a fine step,Justin Baldoni Luke Perry Leonor Varela Jonathan Meyers Drama
Danny Boyle,Crime Drama Mystery Thriller,trance,Rosario Dawson Spencer Wilding Tuppence Middleton Danny Boyle Crime Drama Mystery Thriller
Ralph Nelson,Drama Romance Sci-Fi,charly,Cliff Robertson Dick Van Patten Claire Bloom Ralph Nelson Drama Romance Sci-Fi
Blair Erickson,Horror Thriller,banshee chapter,Monique Candelaria Katia Winter Michael McMillian Blair Erickson Horror Thriller
unknown,Comedy,jesse            ,Eric Lloyd David DeLuise Bruno Campos unknown Comedy
Allison Burnett,Drama,ask me anything,Kimberly Williams-Paisley Gia Mantegna Cathryn de Prume Allison Burnett Drama
Richard Schenkman,Comedy Romance,and then came love,Vanessa Williams Mike Colter Eartha Kitt Richard Schenkman Comedy Romance
Sanjay Rawal,Documentary News,food chains,Alma Martinez Robert Kennedy Jr. Eve Ensler Sanjay Rawal Documentary News
Elia Kazan,Crime Drama Romance,on the waterfront,Marlon Brando Karl Malden Rod Steiger Elia Kazan Crime Drama Romance
Kat Coiro,Comedy,l!fe happens,Justin Kirk Geoff Stults Kristen Johnston Kat Coiro Comedy
Cristian Mungiu,Drama,"4 months, 3 weeks and 2 days",Anamaria Marinca Vlad Ivanov Alexandru Potocean Cristian Mungiu Drama
Brian Dorton,Horror,the horror network vol. 1,Javier Botet Brian Dorton Jan Cornet Brian Dorton Horror
David Slade,Crime Drama Thriller,hard candy,Odessa Rae G.J. Echternkamp Patrick Wilson David Slade Crime Drama Thriller
Jamie Babbit,Drama Thriller,the quiet,Katy Mixon David Gallagher Edie Falco Jamie Babbit Drama Thriller
Maryam Keshavarz,Drama,circumstance,Sarah Kazemy Reza Sixo Safai Sina Amedson Maryam Keshavarz Drama
Ryan Coogler,Biography Drama Romance,fruitvale station,Ahna O'Reilly Melonie Diaz Ariana Neal Ryan Coogler Biography Drama Romance
Ramaa Mosley,Comedy Fantasy Thriller,the brass teapot,Jack McBrayer Michael Angarano Alia Shawkat Ramaa Mosley Comedy Fantasy Thriller
James Algar,Animation Drama Family,bambi,Sam Edwards Donnie Dunagan Ann Gillis James Algar Animation Drama Family
Charles Herman-Wurmfeld,Comedy Romance Sport,the hammer,John Enos III Rian Bishop Adam Carolla Charles Herman-Wurmfeld Comedy Romance Sport
Ric Roman Waugh,Action Drama Thriller,snitch,Dwayne Johnson Harold Perrineau Nadine Velazquez Ric Roman Waugh Action Drama Thriller
C. Jay Cox,Comedy Drama Romance,latter days,Joseph Gordon-Levitt Rob McElhenney Jacqueline Bisset C. Jay Cox Comedy Drama Romance
Mariette Monpierre,Drama,elza,Stana Roumillac Christophe Cherki Teddy Doloir Mariette Monpierre Drama
Tommy Oliver,Drama,1982,Bokeem Woodbine Ruby Dee Quinton Aaron Tommy Oliver Drama
Jamie Travis,Comedy,"for a good time, call...",James Wolk Ari Graynor Nia Vardalos Jamie Travis Comedy
Lee Toland Krieger,Comedy Drama Romance,celeste & jesse forever,Ari Graynor Janel Parrish Rob Huebel Lee Toland Krieger Comedy Drama Romance
Rich Christiano,Drama Fantasy Sci-Fi,time changer,Gavin MacLeod D. David Morin Hal Linden Rich Christiano Drama Fantasy Sci-Fi
Paul Andrew Williams,Crime Drama Thriller,london to brighton,Lorraine Stanley Johnny Harris Georgia Groome Paul Andrew Williams Crime Drama Thriller
Nick Love,Action Comedy Drama Sci-Fi,american hero,Eddie Griffin Christopher Berry Michelle Tabora Nick Love Action Comedy Drama Sci-Fi
Natalie Bible',Mystery Thriller,windsor drive,Tommy O'Reilly Samaire Armstrong Matt Cohen Natalie Bible' Mystery Thriller
Asghar Farhadi,Drama Mystery,a separation,Shahab Hosseini Leila Hatami Peyman Moaadi Asghar Farhadi Drama Mystery
Justin Molotnikov,Thriller,crying with laughter,Jo Hartley Stephen McCole Joe Cassidy Justin Molotnikov Thriller
Todd Solondz,Comedy Drama,welcome to the dollhouse,Heather Matarazzo Ken Leung Christina Vidal Todd Solondz Comedy Drama
Victor Nunez,Drama Romance,ruby in paradise,Allison Dean Todd Field Dorothy Lyman Victor Nunez Drama Romance
Peter Sollett,Drama Romance,raising victor vargas,Victor Rasuk Melonie Diaz Judy Marte Peter Sollett Drama Romance
Georg Wilhelm Pabst,Crime Drama Romance,pandora's box,Louise Brooks Francis Lederer Fritz Kortner Georg Wilhelm Pabst Crime Drama Romance
Daniel Davila,Drama,harrison montgomery,Martin Landau Melora Walters Diane Baker Daniel Davila Drama
Jorge Gaggero,Drama,live-in maid,Norma Aleandro Hilda Bernard Claudia Lapacó Jorge Gaggero Drama
Rod Lurie,Drama Thriller,deterrence,Kevin Pollak Kathryn Morris Timothy Hutton Rod Lurie Drama Thriller
Michael Burke,Crime Drama Romance,the mudge boy,Zachary Knighton Tom Guiry Ryan Donowho Michael Burke Crime Drama Romance
Catherine Jelski,Drama,the young unknowns,Leslie Bibb Eion Bailey Arly Jover Catherine Jelski Drama
Shane Dawson,Comedy,not cool,Shane Dawson Kurt Angle Cherami Leigh Shane Dawson Comedy
Tommy Wirkola,Comedy Horror,dead snow,Bjørn Sundquist Stig Frode Henriksen Ane Dahl Torp Tommy Wirkola Comedy Horror
Ryan Little,Action Adventure Drama War,saints and soldiers,Corbin Allred Larry Bagby Kirby Heyborne Ryan Little Action Adventure Drama War
Clark Baker,Horror Sci-Fi Short Thriller,vessel,Taylor Pigeon Alan Pietruszewski Whit Spurgeon Clark Baker Horror Sci-Fi Short Thriller
George Lucas,Comedy Drama Music,american graffiti,Harrison Ford Ron Howard Mackenzie Phillips George Lucas Comedy Drama Music
Robert Greenwald,Documentary War,iraq for sale: the war profiteers,Scott Helvenston Katy Helvenston-Wettengal Donna Zovko Robert Greenwald Documentary War
Matt Maiellaro,Action Adventure Animation Comedy Fantasy Sci-Fi,aqua teen hunger force colon movie film for theaters,Tina Fey Fred Armisen Chris Kattan Matt Maiellaro Action Adventure Animation Comedy Fantasy Sci-Fi
Colin Trevorrow,Comedy Drama Romance,safety not guaranteed,Mary Lynn Rajskub Mark Duplass Jeff Garlin Colin Trevorrow Comedy Drama Romance
Leslie Small,Comedy Documentary,kevin hart: laugh at my pain,Isaac C. Singleton Jr. Larry King Jeanette Branch Leslie Small Comedy Documentary
Ben Wheatley,Crime Horror Thriller,kill list,MyAnna Buring Ben Crompton Neil Maskell Ben Wheatley Crime Horror Thriller
Ti West,Horror,the innkeepers,Lena Dunham Jake Ryan Pat Healy Ti West Horror
David S. Goyer,Drama Fantasy Horror Mystery Thriller,the unborn,Gary Oldman Atticus Shaffer Rachel Brosnahan David S. Goyer Drama Fantasy Horror Mystery Thriller
Bernardo Bertolucci,Drama,the conformist,Jean-Louis Trintignant Stefania Sandrelli Dominique Sanda Bernardo Bertolucci Drama
Neil Burger,Drama,interview with the assassin,Raymond J. Barry Christel Khalil Renee Faia Neil Burger Drama
Oliver Blackburn,Crime Drama Horror Thriller,donkey punch,Julian Morris Nichola Burley Tom Burke Oliver Blackburn Crime Drama Horror Thriller
Jonathan Levine,Horror,all the boys love mandy lane,Luke Grimes Michael Welch Whitney Able Jonathan Levine Horror
Christopher Hutson,Horror,bled,Dichen Lachman Jennifer Lee Wiggins Michele Morrow Christopher Hutson Horror
Fred Zinnemann,Thriller Western,high noon,Gary Cooper Lloyd Bridges Lon Chaney Jr. Fred Zinnemann Thriller Western
Steve James,Documentary Drama Sport,hoop dreams,William Gates Arthur Agee Isiah Thomas Steve James Documentary Drama Sport
David LaChapelle,Documentary Music,rize,Kevin Scott Richardson Christopher Toler Tommy the Clown David LaChapelle Documentary Music
Joseph Kosinski,Action Adventure Fantasy Sci-Fi,destiny,Peter Dinklage Lauren Cohan Erick Avari Joseph Kosinski Action Adventure Fantasy Sci-Fi
Michael Cuesta,Crime Drama,l.i.e.,Adam LeFevre Bruce Altman Walter Masterson Michael Cuesta Crime Drama
Caryn Waechter,Drama Mystery Thriller,the sisterhood of night,Laura Fraser Kara Hayward Louis Ozawa Changchien Caryn Waechter Drama Mystery Thriller
Emily Dell,Drama Music Romance,b-girl,Aimee Garcia Wesley Jonathan Drew Sidora Emily Dell Drama Music Romance
Peter Jackson,Action Adventure Drama Romance,king kong,Naomi Watts Thomas Kretschmann Evan Parke Peter Jackson Action Adventure Drama Romance
Jaume Collet-Serra,Horror,house of wax,Robert Ri'chard Paris Hilton Brian Van Holt Jaume Collet-Serra Horror
Ryan Fleck,Drama,half nelson,Ryan Gosling Tristan Mack Wilds Jeff Lima Ryan Fleck Drama
Jennifer Wynne Farmer,Drama,naturally native,Irene Bedard Akima Max Gail Jennifer Wynne Farmer Drama
Christopher Scott Cherot,Comedy,hav plenty,Hill Harper Robinne Lee Chenoa Maxwell Christopher Scott Cherot Comedy
H.M. Coakley,Crime Drama Thriller,adulterers,Mehcad Brooks Steffinnie Phrommany Danielle Savre H.M. Coakley Crime Drama Thriller
Randy Moore,Fantasy Horror,escape from tomorrow,Trey Loney Lee Armstrong Amy Lucas Randy Moore Fantasy Horror
Chris Atkins,Documentary,starsuckers,Richard Curtis Harvey Weinstein Elton John Chris Atkins Documentary
Bill Benenson,Documentary,the hadza: last of the first,Alfre Woodard Dave Fennoy Jane Goodall Bill Benenson Documentary
Ryan Smith,Fantasy Horror Mystery Thriller,after,Sandra Ellis Lafferty Madison Lintz Karolina Wydra Ryan Smith Fantasy Horror Mystery Thriller
Travis Romero,Drama Thriller,treachery,Matthew Ziff Lorraine Ziff Michael Biehn Travis Romero Drama Thriller
Anna Mastro,Comedy Drama,walter,Leven Rambin Justin Kirk Virginia Madsen Anna Mastro Comedy Drama
Mark Sandrich,Comedy Musical Romance,top hat,Ginger Rogers Edward Everett Horton Eric Blore Mark Sandrich Comedy Musical Romance
Daniel Myrick,Horror,the blair witch project,Heather Donahue Joshua Leonard Michael C. Williams Daniel Myrick Horror
Michael Wadleigh,Documentary History Music,woodstock,Joe Cocker Jimi Hendrix Joan Baez Michael Wadleigh Documentary History Music
John Landis,Comedy,the kentucky fried movie,David Zucker Barry Dennen Tara Strohmeier John Landis Comedy
Jon Gunn,Action Crime Drama,mercy streets,Stacy Keach David A.R. White Cynthia Watros Jon Gunn Action Crime Drama
Gene Teigland,Mystery Thriller,arnolds park,Kendyl Joi Matthew Feeney Tac Fitzgerald Gene Teigland Mystery Thriller
Scott Ziehl,Drama,broken vessels,William Smith Jason London Brent David Fraser Scott Ziehl Drama
Richard Montoya,Crime Drama,water & power,Nicholas Gonzalez Angela Nordeng Exie Booker Richard Montoya Crime Drama
Johanna Schwartz,Documentary,they will have to kill us first,Aliou Touré Garba Touré Khaira Arby Johanna Schwartz Documentary
William Gazecki,Documentary,crop circles: quest for truth,Karen Alexander Colin Andrews Francine Blake William Gazecki Documentary
Lance McDaniel,Action Drama Thriller,light from the darkroom,Russell Wong Steven Michael Quezada Lymari Nadal Lance McDaniel Action Drama Thriller
Thomas Lilti,Comedy Drama,irreplaceable,François Cluzet Félix Moati Marianne Denicourt Thomas Lilti Comedy Drama
Michael Walker,Thriller,the maid's room,Paula Garcés Annabella Sciorra John Brodsky Michael Walker Thriller
Richard Lester,Comedy Musical,a hard day's night,Paul McCartney Ringo Starr George Harrison Richard Lester Comedy Musical
U. Roberto Romano,Documentary,the harvest/la cosecha,unknown unknown unknown U. Roberto Romano Documentary
Amy Holden Jones,Drama Romance,love letters,Jamie Lee Curtis Sally Kirkland Amy Madigan Amy Holden Jones Drama Romance
Blaz Zavrsnik,Comedy,julija in alfa romeo,Dario Nozic Serini Spela Colja Andrej Nahtigal Blaz Zavrsnik Comedy
